_id,issuance_agency_id,uen,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,no_of_charges,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,paid_up_capital1_currency,paid_up_capital1_ordinary,paid_up_capital1_preference,paid_up_capital1_others,paid_up_capital2_currency,paid_up_capital2_ordinary,paid_up_capital2_preference,paid_up_capital2_others,paid_up_capital3_currency,paid_up_capital3_ordinary,paid_up_capital3_preference,paid_up_capital3_others,paid_up_capital4_currency,paid_up_capital4_ordinary,paid_up_capital4_preference,paid_up_capital4_others,paid_up_capital5_currency,paid_up_capital5_ordinary,paid_up_capital5_preference,paid_up_capital5_others,paid_up_capital6_currency,paid_up_capital6_ordinary,paid_up_capital6_preference,paid_up_capital6_others,paid_up_capital7_currency,paid_up_capital7_ordinary,paid_up_capital7_preference,paid_up_capital7_others,paid_up_capital8_currency,paid_up_capital8_ordinary,paid_up_capital8_preference,paid_up_capital8_others,paid_up_capital9_currency,paid_up_capital9_ordinary,paid_up_capital9_preference,paid_up_capital9_others,paid_up_capital10_currency,paid_up_capital10_ordinary,paid_up_capital10_preference,paid_up_capital10_others,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
74,ACRA,201727817E,LSM BLDG & ELECT SERVICES PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2017-09-29T08:50:04,2017-09-29T00:00:00,LOCAL,683A,JURONG WEST CENTRAL 1,11,120,na,641683,na,na,na,na,0,43210,ELECTRICAL WORKS,"PROVIDE ELECTRICAL SERVICES TO INDUSTRIAL, COMMERCIAL & RESIDENTIAL ESTATES",43301,RENOVATION CONTRACTORS,"PROVIDE RENOVATION WORKS TO INDUSTRIAL, COMMERCIAL & RESIDENTIAL ESTATES",1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,10000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
196,ACRA,201726249C,LA COMIDA PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2017-09-14T16:54:49,2017-09-14T00:00:00,LOCAL,4A,SOMMERVILLE ROAD,na,na,na,358309,na,na,na,na,0,56111,RESTAURANTS,POKE BOWLS,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
76,ACRA,201728007M,LEE KITCHEN PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2017-10-01T20:00:44,2017-10-01T00:00:00,LOCAL,123,BUKIT MERAH LANE 1,03,82,na,150123,na,na,na,na,0,56140,STALLS SELLING COOKED FOOD AND PREPARED DRINKS (INCLUDING STALLS AT FOOD COURTS AND MOBILE FOOD HAWKERS),na,56201,FOOD CATERERS,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
77,ACRA,197200240Z,LIAT ENTERPRISES PTE. LIMITED,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1972-03-07T00:00:00,2008-09-09T00:00:00,LOCAL,144,MACKENZIE ROAD,na,na,na,228722,na,na,2017-09-30T00:00:00,2017-06-30T00:00:00,4,47314,RETAIL SALE OF SPARE PARTS AND ACCESSORIES FOR MOTOR VEHICLES,na,47535,"RETAIL SALE OF HOUSEHOLD ELECTRICAL APPLIANCES AND EQUIPMENT (EG VACUUM CLEANERS, WASHING MACHINES, REFRIGERATORS)",na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,30000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
78,ACRA,201425029Z,LARES LORENO PRIVATE CAPITAL PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2014-08-26T13:54:14,2014-08-27T00:00:00,LOCAL,101,CECIL STREET,13,09,TONG ENG BUILDING,69533,na,na,2017-08-31T00:00:00,2016-07-31T00:00:00,0,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
79,ACRA,201326517K,LIAO NING CONSTRUCTION INVESTMENT PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Gazetted To Be Struck Off,2013-10-01T11:07:14,2013-10-02T00:00:00,LOCAL,60,PAYA LEBAR ROAD,04,38,PAYA LEBAR SQUARE,409051,na,na,2016-03-30T00:00:00,2015-09-30T00:00:00,0,41001,GENERAL CONTRACTORS (BUILDING CONSTRUCTION INCLUDING MAJOR UPGRADING WORKS),na,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
80,ACRA,53368196X,LOOP&LOOP,Business,Sole Proprietor,na,na,Live,2017-08-08T15:07:08,2017-08-08T00:00:00,LOCAL,27,PAYA LEBAR ROAD,05,05,PAYA LEBAR RESIDENCES,409042,na,na,na,na,0,47711,RETAIL SALE OF WEARING APPAREL FOR ADULTS,BUYING/ SELLING/ TRADING OF CLOTHING,47713,RETAIL SALE OF FOOTWEAR,BUYING/ SELLING/ TRADING OF CLOTHING,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
81,ACRA,199401964E,LOY HIN GOLD ORNAMENT (PTE) LTD,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1994-03-23T00:00:00,2008-09-10T00:00:00,LOCAL,226,BISHAN STREET 23,17,95,na,570226,na,na,2010-09-30T00:00:00,2010-03-31T00:00:00,1,32111,MANUFACTURE OF JEWELLERY EXCEPT COSTUME JEWELLERY,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
82,ACRA,199506690C,LEI ELECTRONICS (S) PTE LTD,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1995-09-20T00:00:00,2008-09-10T00:00:00,LOCAL,1090,LOWER DELTA ROAD,05,10,TIONG BAHRU INDUSTRIAL ESTATE,169201,na,na,2009-01-02T00:00:00,2007-12-31T00:00:00,1,26123,MANUFACTURE OF PRINTED CIRCUIT BOARDS WITHOUT ELECTRONIC PARTS,na,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,4,NEW BOARD MAKER PTE LTD,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,400000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
83,ACRA,201205409H,L'ORIGINELLE PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2012-03-05T11:36:07,2012-03-06T00:00:00,LOCAL,190,MIDDLE ROAD,19,05,FORTUNE CENTRE,188979,na,na,2017-08-28T00:00:00,2017-02-28T00:00:00,0,20233,MANUFACTURE OF COSMETICS AND TOILETRIES,na,46424,WHOLESALE OF COSMETICS AND TOILETRIES,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
84,ACRA,41721200C,LEE KEE ENGINEERING WORKS,Business,Sole Proprietor,na,na,Ceased Registration,1989-10-05T00:00:00,2008-09-10T00:00:00,LOCAL,1002,TOA PAYOH INDUSTRIAL PARK,04,1429,na,319074,na,na,na,na,0,28223,"MANUFACTURE OF DIES, MOULDS, TOOLS, JIGS AND FIXTURES",na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
85,ACRA,201128323R,LANSON NEXT VENTURES PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2011-09-15T12:13:15,2011-09-16T00:00:00,LOCAL,10,ANSON ROAD,12,14,INTERNATIONAL PLAZA,79903,na,na,2016-09-15T00:00:00,2016-03-31T00:00:00,0,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,64202,OTHER HOLDING COMPANIES,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,50000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
86,ACRA,52901819E,LEISURENET MARKETING SERVICES 2000,Business,Sole Proprietor,na,na,Live,1999-09-14T00:00:00,2008-09-11T00:00:00,LOCAL,13,LICHFIELD ROAD,na,na,na,556833,na,na,na,na,0,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
87,ACRA,53369659C,LAN XIANG,Business,Sole Proprietor,na,na,Live,2017-09-04T13:31:13,2017-09-04T00:00:00,LOCAL,440,JURONG WEST AVENUE 1,06,488,na,640440,na,na,na,na,0,46594,WHOLESALE OF SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES (EG BEAUTY SALON EQUIPMENT),na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
88,ACRA,24091900M,LIN HAIRDRESSING AND BEAUTY SA LOON,Business,Sole Proprietor,na,na,Live,1978-07-05T00:00:00,2008-09-09T00:00:00,LOCAL,352,CLEMENTI AVENUE 2,01,101,CLEMENTI AVE 2 SHOPPING CTR,120352,na,na,na,na,0,96021,HAIRDRESSING SALONS/SHOPS (INCLUDING BARBER SHOPS),na,88919,"SOCIAL SERVICES WITHOUT ACCOMMODATION FOR CHILDREN, YOUTH AND FAMILIES N.E.C.",na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
89,ACRA,199001365N,LEISURE HOLDINGS PTE LTD,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1990-03-23T00:00:00,2008-09-10T00:00:00,LOCAL,133,CECIL STREET,15,03,KECK SENG TOWER,69535,na,na,2017-08-23T00:00:00,2016-12-31T00:00:00,7,64201,BANK/FINANCIAL HOLDING COMPANIES,INVESTMENT HOLDING COMPANY,na,na,HOLDING COMPANIES,5,FITTONI PTE LTD,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
90,ACRA,53315520K,LEK ICE,Business,Sole Proprietor,na,na,Live,2015-09-04T16:33:33,2015-09-05T00:00:00,LOCAL,313A,SUMANG LINK,08,103,na,821313,na,na,na,na,0,11043,MANUFACTURE OF ICE EXCEPT DRY ICE,ICE COMPANY,na,na,ICE COMPANY,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
91,ACRA,199202873C,LAM RESEARCH SINGAPORE PTE LTD,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1992-06-03T00:00:00,2008-09-10T00:00:00,LOCAL,67,UBI AVENUE 1,06,12,STARHUB GREEN,408942,na,na,2016-12-06T00:00:00,2016-06-26T00:00:00,0,46100,WHOLESALE ON A FEE OR CONTRACT BASIS (EG COMMISSION AGENTS),na,na,na,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,3276420,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
92,ACRA,201328646E,LSREF 3A PRIVATE LIMITED,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2013-10-23T09:19:12,2013-10-24T00:00:00,LOCAL,168,ROBINSON ROAD,37,01,CAPITAL TOWER,68912,na,na,2016-09-30T00:00:00,2016-03-31T00:00:00,0,64202,OTHER HOLDING COMPANIES,INVESTMENT HOLDING COMPANY,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
93,ACRA,197700454D,LEA HIN CO. (METAL FACTORY) PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1977-03-04T00:00:00,2008-09-09T00:00:00,LOCAL,293,ALEXANDRA ROAD,na,na,na,159940,na,na,2016-12-28T00:00:00,2016-06-30T00:00:00,0,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,41009,BUILDING CONSTRUCTION N.E.C.,MIXED CONSTRUCTION ACTIVITIES,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,3750000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
94,ACRA,201613073N,LUXERRA ADARRO PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Struck Off,2016-05-15T17:25:25,2016-05-15T00:00:00,LOCAL,180,BENCOOLEN STREET,01,68,THE BENCOOLEN,189646,na,na,na,na,0,47733,RETAIL SALE OF WATCHES AND CLOCKS,na,47714,"RETAIL SALE OF BAGS, LUGGAGE AND TRAVEL ACCESSORIES",na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,10,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
95,ACRA,201623782R,LEISURE GOODS COMPANY PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2016-09-01T10:33:38,2016-09-01T00:00:00,LOCAL,1002,JALAN BUKIT MERAH,04,06,na,159456,na,na,na,na,0,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,47910,RETAIL SALE VIA INTERNET,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
96,ACRA,201720297E,LE CAGE PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2017-07-19T22:30:34,2017-07-19T00:00:00,LOCAL,21,CUSCADEN ROAD,B1,07,MING ARCADE,249720,na,na,na,na,0,93203,"CABARETS, NIGHT CLUBS, DISCOTHEQUES, DANCE CLUBS AND KARAOKE LOUNGES",na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
97,ACRA,201725416D,LND ELECTRICAL & ENGINEERING PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2017-09-06T20:24:47,2017-09-06T00:00:00,LOCAL,35,SELEGIE ROAD,01,29B,PARKLANE SHOPPING MALL,188307,na,na,na,na,0,43210,ELECTRICAL WORKS,na,41001,GENERAL CONTRACTORS (BUILDING CONSTRUCTION INCLUDING MAJOR UPGRADING WORKS),na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,50000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
98,ACRA,53369627E,LW CONTRACTOR SERVICES,Business,Sole Proprietor,na,na,Live,2017-09-03T21:30:29,2017-09-03T00:00:00,LOCAL,286A,TOH GUAN ROAD,14,48,na,601286,na,na,na,na,0,42101,GENERAL CONTRACTORS (NON-BUILDING CONSTRUCTION),INSTALLATION,na,na,INSTALLATION,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
99,ACRA,201328648G,LSREF 3B PRIVATE LIMITED,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2013-10-23T09:31:48,2013-10-24T00:00:00,LOCAL,168,ROBINSON ROAD,37,01,CAPITAL TOWER,68912,na,na,2016-09-30T00:00:00,2016-03-31T00:00:00,0,64202,OTHER HOLDING COMPANIES,INVESTMENT HOLDING COMPANY,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,17500002,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
123,ACRA,53274841K,LIFEISTA,Business,Sole Proprietor,na,na,Live,2014-09-17T00:57:51,2014-09-18T00:00:00,LOCAL,20,SPRINGSIDE GREEN,na,na,na,786913,na,na,na,na,0,47910,RETAIL SALE VIA INTERNET,ONLINE SALE OF APPAREL AND ACCESSORIES,82303,EVENT/CONCERT ORGANISERS,ONLINE SALE OF APPAREL AND ACCESSORIES,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
100,ACRA,201606093K,LOONEY BLOONS SINGAPORE PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2016-03-09T14:33:55,2016-03-09T00:00:00,LOCAL,311A,CLEMENTI AVENUE 4,22,163,TRIVELIS,121311,na,na,2017-08-31T00:00:00,2017-08-31T00:00:00,0,47742,"RETAIL SALE OF HANDICRAFTS, COLLECTIBLES AND GIFTS",CUSTOMIZED BALLOONS FOR OCCASION,na,na,na,2,SIMPLICITY NAILS PTE. LTD.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
101,ACRA,201313858H,LIFE PLANNING COMPANY PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Struck Off,2013-05-22T11:43:27,2013-05-23T00:00:00,LOCAL,10,ANSON ROAD,24,03A,INTERNATIONAL PLAZA,79903,na,na,2015-10-30T00:00:00,2015-04-30T00:00:00,0,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),na,96099,OTHER PERSONAL SERVICE ACTIVITIES N.E.C.,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
102,ACRA,201524312C,LIGHTHOUSE FAMILY GROUP PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Struck Off,2015-05-27T14:33:55,2015-05-28T00:00:00,LOCAL,31,JALAN SEMPADAN,03,05,VILLA MARINA,457403,na,na,2016-06-21T00:00:00,2016-04-30T00:00:00,0,64202,OTHER HOLDING COMPANIES,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,3,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
103,ACRA,199302257R,LENBROOK ASIA PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1993-04-14T00:00:00,2008-09-10T00:00:00,LOCAL,100,BEACH ROAD,33,05,SHAW TOWERS,189702,na,na,2016-10-28T00:00:00,2016-04-30T00:00:00,1,46522,WHOLESALE OF ELECTRONIC COMPONENTS,na,46100,WHOLESALE ON A FEE OR CONTRACT BASIS (EG COMMISSION AGENTS),na,6,NAD DISTRIBUTIONS PTE LTD,NAD SINGAPORE PTE LTD,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,360000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
104,ACRA,201436005E,LA BRIGADE PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2014-12-03T15:17:39,2014-12-05T00:00:00,LOCAL,8,EU TONG SEN STREET,18,81,THE CENTRAL,59818,na,na,2017-05-31T00:00:00,2016-11-30T00:00:00,0,56129,OTHER FOOD AND BEVERAGE SERVING PREMISES N.E.C.,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
105,ACRA,200615862N,LEMON ZEST PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2006-10-23T20:02:56,2008-09-13T00:00:00,LOCAL,138,CECIL STREET,12,01A,CECIL COURT,69538,na,na,2016-12-29T00:00:00,2016-09-30T00:00:00,0,47534,"RETAIL SALE OF CROCKERY, CUTLERY AND KITCHEN UTENSILS",na,na,na,na,2,PANTRY MAGIC PTE. LTD.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
106,ACRA,53369629A,LE DOOR,Business,Sole Proprietor,na,na,Live,2017-09-03T21:53:51,2017-09-03T00:00:00,LOCAL,127,RIVERVALE STREET,10,838,na,540127,na,na,na,na,0,43307,"INSTALLATION OF DOORS, GATES, GRILLES AND WINDOWS",BUILD AND INSTALLATION OF DOORS,47992,"OTHER RETAIL SALE NOT IN STORES, STALLS OR MARKETS (EG SALE VIA DOOR-TO-DOOR CANVASSING, MAIL ORDER HOUSES, TV)",BUILD AND INSTALLATION OF DOORS,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
107,ACRA,201202736H,LAND EMPIRE PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Struck Off,2012-02-06T14:00:03,2012-02-07T00:00:00,LOCAL,101,CECIL STREET,11,02,TONG ENG BUILDING,69533,na,na,2017-05-30T00:00:00,2016-12-31T00:00:00,0,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),na,85491,CORPORATE TRAINING SERVICES AND MOTIVATIONAL COURSE PROVIDERS,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
